subject,professor,lecture_type,time,room
행정작용법특수연구,김용섭,일반,전주:신축 법학전문대학원 901 ,"화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B"
행정조사및통계,안국찬,일반,전주:인문사회관 204 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
행정조사방법론,백대현,일반,전주:사회과학대학 317 ,"화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B"
행정조사방법론,윤성호,일반,전주:사회과학대학 317 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
행정조직론,조기웅,일반,전주:사회과학대학 315 ,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A"
행정철학,조승현,일반,전주:사회과학대학 315 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
행정통제와감사,김길수,일반,전주:사회과학대학 318 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
행정학의이해,주상현,일반,전주:사회과학대학 315 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
행정학의이해,정준호,일반,전주:사회과학대학 315 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
행정학의이해,김영근,일반,전주:사회과학대학 317 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
향기및원예치료학,김혜란,일반,전주:농업생명과학대학본관 107 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
향료및향수제조실습,신나리,일반,남원:지역산업학과 본관(가칭) 201 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B,수 14-A,수 14-B"
헌법,정구진,일반,전주:진수당 304 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B"
헌법 1,박소진,일반,전주:글로벌인재관 206 ,"금 8-A,금 8-B,금 9-A,금 9-B,금 10-A,금 10-B"
헌법 1,송기춘,일반,전주:신축 법학전문대학원 810 ,"화 1-A,화 1-B,화 2-A,목 2-B,목 3-A,목 3-B"
헌법 1,신옥주,일반,전주:신축 법학전문대학원 303 ,"월 2-B,월 3-A,월 3-B,수 2-B,수 3-A,수 3-B"
헌법 1,김소연,일반,전주:신축 법학전문대학원 304 ,"월 2-B,월 3-A,월 3-B,수 2-B,수 3-A,수 3-B"
헌법과정치,성예진,일반,전주:사회과학대학 420 ,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A"
헌법소송실무,김소연,일반,전주:신축 법학전문대학원 304 ,"수 8-B,수 9-A,수 9-B,수 10-A,수 10-B,수 11-A"
헌법특강,송기춘,일반,전주:신축 법학전문대학원 810 ,"화 2-B,화 3-A,화 3-B,목 1-A,목 1-B,목 2-A"
헬스케어공학특론,김동욱,일반,전주:공과대학 1호관 146 ,"월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
헬스케어논문연구 1,고태식,일반,전주:공과대학 1호관 146 ,"화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B"
혁신주도성 Action Learning,권인탁,일반,전주:진수당 402 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
현대과학기술사,김근배,일반,전주:자연과학대학본관 602 ,"화 11-A,화 11-B,화 12-A,화 12-B,목 13-A,목 13-B"
*현대디자인의이해,정주연,일반,전주:공과대학 5호관 312 ,"월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B"
현대문학사,민재원,일반,전주:사범대 본관 503 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
현대문화인류학의이해,박세진,일반,전주:인문대학2호관 109 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
현대문화인류학특강I,임경택,일반,전주:인문대학2호관 104 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
현대물리학,강석일,일반,전주:자연과학대학5호관 217 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
현대물리학,이태훈,일반,전주:공과대학 5호관 314 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
현대사회와문화,정태석,일반,전주:진수당 301 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
현대사회와빅데이터분석,장지윤,일반,전주:사회과학대학 108 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
현대사회와빅데이터분석,백대현,일반,전주:사회과학대학 108 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
현대사회와빅데이터분석,한현석,일반,전주:사회과학대학 108 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
현대사회와인권,최샘,일반,전주:신축 법학전문대학원 204 ,"목 8-B,목 9-A,목 9-B,목 10-A,목 10-B,목 11-A"
현대서양화론 1 ,김미선,일반,전주:예술대학 2호관 2110 ,"금 8-A,금 8-B,금 9-A,금 9-B"
현대소설교육특수과제연구,이인화,일반,전주:사범대 본관 503 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
현대소설론,엄숙희,일반,전주:인문대학1호관 209 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
현대시론,이강하,일반,전주:인문대학1호관 302 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
현대암호론,김지승,일반,전주:공과대학 7호관 403 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
현대영미드라마(Contemporary British & American Drama),박언주,일반,전주:인문대학1호관 404 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
현대영미시,임보라,일반,전주:인문대학1호관 404 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
현대영미시,임보라,일반,전주:인문사회관 421 ,"수 2-A,수 2-B,수 3-A,수 3-B,수 4-A,수 4-B"
현대영미철학,박일호,일반,전주:인문대학1호관 306 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
현대영화이론,이상훈,일반,전주:인문대학1호관 403 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
현대유럽철학,백훈승,일반,전주:인문대학1호관 307 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
현대윤리학,구교선,일반,전주:진수당 203 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
현대일본사회의이해,임성택,일반,전주:인문대학1호관 212 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
현대정치이론,김다혜,일반,전주:진수당 304 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
현대조각론,박천남,일반,전주:미술관 2070 ,"월 2-A,월 2-B,월 3-A,월 3-B"
현대조각특론 1,장원,일반,전주:미술관 3030 ,"금 10-A,금 10-B,금 11-A,금 11-B,금 12-A,금 12-B"
현대조경사례연구,김정문,일반,전주:농업생명과학대학3호관 317 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
현대한국경제론,안진,일반,전주:상과대학 1호관 203 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
현대행정이론특강,하동현,일반,전주:인문사회관 204 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
현대회화연구 1,유미경,일반,전주:예술대학 본관 1191 ,"목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B"
현장실습,강승희,일반,전주:공과대학 9호관 203 ,"토 1-A,토 1-B,토 2-A,토 2-B"
현장실습,이준우,일반,전주:농업생명과학대학1호관 303 ,"월 10-A,월 10-B,월 11-A,월 11-B,수 10-A,수 10-B,수 11-A,수 11-B,금 10-A,금 10-B,금 11-A,금 11-B"
현장실습,송준희,일반,새만금:산학융합지구캠퍼스동 303 ,"화 5-A,화 5-B"
현장실습 1,김은호,일반,전주:공과대학 4호관 315 ,"토 1-A,토 1-B,토 2-A,토 2-B"
현장적용해충관리학,김소라,원격강좌(실시간),전주:농업생명과학대학3호관 408 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
현장종합실습,이창헌,일반,전주:농업생명과학대학본관 403 ,"월 1-A,월 1-B,월 2-A,월 2-B"
혈액학,곽재용,일반,전주:의과대학 4호관(의생명융합관) 101 ,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B,금 4-A,금 4-B"
협동조합론,백승우,일반,전주:농업생명과학대학4호관 419 ,"월 0-A,월 0-B,월 1-A,월 1-B,월 2-A,월 2-B"
협저태기법,방향란,일반,남원:지역산업학과 본관(가칭) 202 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
형법 1,김태명,일반,전주:신축 법학전문대학원 201 ,"화 5-B,화 6-A,화 6-B,목 7-A,목 7-B,목 8-A"
형법 1,조기영,일반,전주:신축 법학전문대학원 204 ,"화 5-B,화 6-A,화 6-B,목 7-A,목 7-B,목 8-A"
형법연습,이흔재,일반,전주:신축 법학전문대학원 202 ,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
형사소송법 1,이흔재,일반,전주:신축 법학전문대학원 301 ,"화 7-A,화 7-B,화 8-A,목 5-B,목 6-A,목 6-B"
형사소송법 1,조기영,일반,전주:신축 법학전문대학원 304 ,"월 7-A,월 7-B,월 8-A,수 7-A,수 7-B,수 8-A"
형사소송법연습,김태명,일반,전주:신축 법학전문대학원 301 ,"월 5-B,월 6-A,월 6-B,수 5-B,수 6-A,수 6-B"
형사제재론,지은석,일반,전주:신축 법학전문대학원 301 ,"금 8-B,금 9-A,금 9-B,금 10-A,금 10-B,금 11-A"
형사판례연구 1,김태명,일반,전주:신축 법학전문대학원 601 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
호남지역사,하태규,일반,전주:인문대학2호관 313 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
호흡기계질환의면역학적접근,정재석,일반,전주:교수연구동(병원) 605 ,"월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
호흡기학,이용철,일반,전주:의과대학 4호관(의생명융합관) 101 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B,월 5-A,월 5-B,월 6-A,월 6-B,화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B,화 6-A,화 6-B,수 1-A,수 1-B"
화공열역학 1,윤영상,일반,전주:공과대학 6호관 B11 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
화공재료특론,서형기,일반,전주:공과대학 6호관 312 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
화공전산응용,최수형,일반,전주:공과대학 6호관 B12 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
화성암성인론,이상봉,일반,전주:자연과학대학4호관 108 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
화약발파공학,김식,일반,전주:공과대학 2호관 404 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
화장품법의이해,이영아,일반,남원:지역산업학과 본관(가칭) 204 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
화장품분석학,정옥상,일반,남원:지역산업학과 본관(가칭) 201 ,"금 11-A,금 11-B,금 12-A,금 12-B,금 13-A,금 13-B"
화장품성분학,정옥상,일반,남원:지역산업학과 본관(가칭) 205 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
화장품제조이론및실습 1,손소희,일반,남원:지역산업학과 본관(가칭) 204 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B,수 14-A,수 14-B"
화장품품질관리,황경호,일반,남원:지역산업학과 본관(가칭) 201 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
화장품학개론,이영아,일반,남원:지역산업학과 본관(가칭) 101 ,"금 11-A,금 11-B,금 12-A,금 12-B,금 13-A,금 13-B"
화학결합론,노태환,일반,전주:과학관 401 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
화학공학기초실험 1,최수형,일반,전주:공과대학 6호관 B12 전주:공과대학 6호관 B18 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 4-A,금 4-B,금 5-A,금 5-B"
화학공학기초실험 1,이연식,일반,전주:공과대학 6호관 B13 전주:공과대학 6호관 B18 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 8-A,금 8-B,금 9-A,금 9-B"
화학공학기초실험 1,김민,일반,전주:공과대학 6호관 B18 ,"목 9-A,목 9-B,목 10-A,목 10-B,금 1-A,금 1-B,금 2-A,금 2-B"
화학공학실험 1,이수형,일반,전주:공과대학 6호관 111 전주:공과대학 6호관 119 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
화학공학실험 1,최진하,일반,전주:공과대학 6호관 111 ,"금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B,금 10-A,금 10-B"
화학공학실험 1,김성섭,일반,전주:공과대학 부속공장 103 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
화학공학종합설계,김민,일반,전주:공과대학 6호관 B11 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
화학공학종합설계,김세중,일반,전주:공과대학 6호관 B12 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
화학공학종합설계,최진하,일반,전주:공과대학 6호관 B13 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
화학공학특강,김필,일반,전주:공과대학 6호관 B11 ,"금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B"
화학공학특강,서형기,일반,전주:공과대학 6호관 B12 ,"금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B"
화학공학특강,김민,일반,전주:공과대학 6호관 B13 ,"금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
화학교육론,김현경,일반,전주:과학관 111 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
화학기초,박현주,일반,전주:공과대학 1호관 321 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
화학기초,유승호,일반,전주:공과대학 1호관 321 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
화학기초,박현주,일반,전주:공과대학 2호관 418 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
화학기초,이은미,일반,전주:공과대학 3호관 403-1 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
화학기초,신명님,일반,전주:농업생명과학대학2호관 405 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
화학기초,신명님,일반,전주:농업생명과학대학2호관 405 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
화학기초,이은미,일반,전주:농업생명과학대학2호관 405 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
화학기초,한재량,일반,전주:자연과학대학1호관 110 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
화학기초,임정묵,일반,익산:교양관 2205 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
화학열역학,김도환,일반,전주:과학관 111 전주:과학관 401 ,"화 7-A,화 7-B,목 2-A,목 2-B,목 3-A,목 3-B"
화학특론세미나 2,조경빈,일반,전주:자연과학대학1호관 211 ,"목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
화훼원예학및실습,박수진,일반,전주:농업생명과학대학2호관 403 ,"화 8-A,화 8-B,화 9-A,화 9-B,목 8-A,목 8-B,목 9-A,목 9-B"
화훼재배및산업론,박병모,온·오프라인강좌,전주:농업생명과학대학본관 106 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
화훼재배생리학및실습(영농창업),박수진,일반,전주:농업생명과학대학2호관 321 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
화훼학특론,박수진,일반,전주:농업생명과학대학2호관 321 ,"월 8-A,월 8-B,수 6-A,수 6-B,수 7-A,수 7-B"
확률및통계,노현민,일반,전주:공과대학 3호관 408 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
확률및통계,송상섭,일반,전주:공과대학 3호관 310 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
확률및통계,안영신,일반,전주:공과대학 5호관 312 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
확률통계학,김정자,일반,전주:공과대학 1호관 302 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
확정론적수문학,김대하,일반,전주:공과대학 1호관 262 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
환경GIS실습,양병선,일반,전주:농업생명과학대학3호관 402 ,"월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
환경공학세미나 1,장현민,일반,전주:공과대학 6호관 516 ,"목 9-A,목 9-B,목 10-A,목 10-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
환경공학실험 1,김민식,일반,전주:공과대학 6호관 419 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B"
환경과발전,송정기,일반,전주:사회과학대학 319 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
환경교육론,박영숙,일반,전주:자연과학대학4호관 215 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
환경기기분석및실험,임정묵,일반,익산:제2 환생대관 215 익산:제2 환생대관 414-3 ,"월 4-A,월 4-B,월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
환경나노응용학,장점석,일반,익산:제2 환생대관 411 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
환경독성학,김진상,일반,익산:제2 수의학관 307 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
환경독성화학,박민구,일반,전주:농업생명과학대학2호관 111 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
환경미량물질분석법,김용현,일반,전주:공과대학 6호관 517 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
환경미생물학개론,김한신,일반,익산:제2 환생대관 114 ,"화 5-B,화 6-A,화 6-B,목 5-B,목 6-A,목 6-B"
환경미생물학방법론,김한신,일반,익산:제2 환생대관 410 ,"월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
환경생명공학,박승문,일반,전주:농업생명과학대학본관 207 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
환경생명공학개론(Introduction to Environmental BioScience),카말라칸,일반,익산:제2 환생대관 414-1 ,"목 7-A,목 7-B,목 8-A,목 8-B"
환경생명공학특론(Advanced Environmental Biotechnology),카말라칸,일반,익산:제2 환생대관 410 ,"수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B"
환경생명소재학,최대철,일반,익산:제2 환생대관 414-1 ,"화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A"
환경생태유전학,김한신,일반,익산:제2 환생대관 414-2 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
환경생태학,변무섭,일반,전주:농업생명과학대학3호관 416 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B"
환경생태학개론(Introduction to Environmental Ecology),카말라칸,일반,익산:제2 환생대관 114 ,"화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B"
환경생화학 1,박정희,일반,익산:제2 환생대관 114 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
환경소재과학,아민 사디아,일반,정읍:정읍 첨단과학캠퍼스 연구동 219 ,"목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
환경수리지질학및실험,김현수,일반,전주:자연과학대학4호관 226 전주:자연과학대학4호관 112 ,"화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B"
환경실험실습 2,오병택,일반,익산:제2 환생대관 414-3 익산:제2 환생대관 215 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
환경심화실험실습 2,조민,일반,익산:제2 환생대관 411 익산:제2 환생대관 217 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B"
환경어메니티디자인·실습,권유진,일반,익산:제1 환생대관 6214 ,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
환경에너지생명공학,김봉규,일반,익산:제2 환생대관 411 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
환경에너지융합세미나 1,백기태,일반,전주:공과대학 6호관 520 ,"수 9-A,수 9-B,수 10-A,수 10-B"
환경오염및복원,이진호,일반,전주:농업생명과학대학본관 207 ,"월 6-A,월 6-B,수 6-A,수 6-B,수 7-A,수 7-B"
환경원격탐측,조기성,일반,전주:공과대학 1호관 322 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
환경위생학특론,박서현,일반,전주:공과대학 1호관 249 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
환경유기화학개론(Introduction to Environmental Organic chemistry),오병택,일반,익산:제2 환생대관 114 ,"월 6-A,월 6-B,월 7-A,금 2-A,금 2-B,금 3-A"
환경임업,이창헌,일반,전주:농업생명과학대학본관 423 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
환경임업,김미자,일반,전주:농업생명과학대학본관 403 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
환경종합설계,장현민,일반,전주:공과대학 6호관 517 ,"금 0-A,금 0-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B"
환경친화농업,윤성중,온·오프라인강좌,전주:농업생명과학대학본관 106 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
환경토양학,이진호,일반,전주:농업생명과학대학2호관 402 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 4-A,목 4-B"
환경토양화학및광물학(Environmental Soil Chemistry and Mineralogy),오병택,일반,익산:제2 환생대관 411 ,"수 1-B,수 2-A,수 2-B,금 7-A,금 7-B,금 8-A"
환경화학(Environmental Chemistry),백기태,일반,전주:공과대학 6호관 516 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
환경화학특론 1(Advanced Environmental Chemistry 1),임두현,일반,익산:제2 환생대관 414-3 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
환자의사사회 1,권근상,일반,전주:의과대학 본관 114 ,"화 4-A,화 4-B,화 5-A,화 5-B"
환자의사사회 3,손정우,일반,전주:의과대학 4호관(의생명융합관) 101 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B,수 4-A,수 4-B,목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B,금 4-A,금 4-B"
환자의사사회 5,노상재,일반,전주:의과대학 4호관(의생명융합관) 103 ,"금 7-A,금 7-B,금 8-A,금 8-B"
환자의사사회 6,이호,일반,전주:의과대학 4호관(의생명융합관) 201 ,"금 5-A,금 5-B,금 6-A,금 6-B"
활쏘기,김산,일반,전주:예체능관 114 ,"화 3-A,화 3-B,화 4-A,화 4-B"
회계감사실무,김수연,일반,전주:상과대학 1호관 403 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
회계및재무분석론,강창식,일반,전주:농업생명과학대학4호관 419 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
회계시스템디자인,김수연,일반,전주:상과대학 1호관 401-1 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
회계와비주얼베이직,이복숙,일반,전주:상과대학 1호관 401-1 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
회화실기 3,이광철,일반,전주:예술대학 본관 1090 ,"목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
회화실기 5,김미라,일반,전주:예술대학 본관 1130 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B"
효소공학,민지호,일반,전주:공과대학 6호관 309 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
효소학개론,박정희,일반,익산:제2 환생대관 411 ,"화 8-A,화 8-B,화 9-A,화 9-B,수 3-A,수 3-B"
효소화학(Enzyme Chemistry),이승재,일반,전주:자연과학대학1호관 110 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
회계원리,이우재,일반,전주:상과대학 1호관 403 ,"화 5-A,화 5-B,화 6-A,목 5-A,목 5-B,목 6-A"
회계원리,전경민,일반,전주:상과대학 1호관 403 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
회계원리,심갑용,일반,남원:지역산업학과 본관(가칭) 205 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
회귀분석 2,이영미,일반,전주:자연과학대학본관 218 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
회로망합성및필터설계,최석우,일반,전주:공과대학 7호관 206 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
회로및시스템특론,김태형,일반,전주:공과대학 6호관 B16 ,"금 11-A,금 11-B,금 12-A,금 12-B,금 13-A,금 13-B"
회로이론 1,최석우,일반,전주:공과대학 7호관 124 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
회로이론 1,양전욱,일반,전주:학군단 301 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
회로이론 1,김정무,일반,전주:공과대학 7호관 227 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
회로이론 1,방준호,일반,전주:공과대학 6호관 B14 ,"화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B"
회로이론 1,최석우,일반,전주:공과대학 7호관 124 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
회로이론 1(Circuit Theory 1),최재호,일반,전주:공과대학 7호관 228 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
회로이론 1,정택원,일반,전주:공과대학 3호관 408 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
